name,fonction_1,fonction_2,fonction_3,fonction_4,fonction_5,fonction_6,fonction_7,fonction_8,fonction_9,fonction_10,fonction_11,nom_simplifie
ISOPROPYL LAURATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOPROPYL LAUROYL SARCOSINATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ISOPROPYL LINOLEATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOPROPYL METHOXYCINNAMATE,Absorbant UV,,,,,,,,,,,absorbant
ISOPROPYL MYRISTATE,Agent fixant,Emollient,Agent masquant,Agent parfumant,,,,,,,,molécule parfumante
ISOPROPYL OLEATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOPROPYL PALMITATE,Agent fixant,Emollient,Agent masquant,Agent parfumant,,,,,,,,molécule parfumante
ISOPROPYL PHENYLHYDROXYPENTENE DIHYDROXYCYCLOPENTYLHEPTENATE,,,,,,,,,,,,ingrédient cosmétique
ISOPROPYL RICINOLEATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOPROPYL SHEA BUTTERATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,beurre végétal
ISOPROPYL SORBATE,Antimicrobien,,,,,,,,,,,conservateur (sorbate)
ISOPROPYL STEARATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOPROPYL THIOXANTHONE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ISOPROPYL TITANIUM TRIISOSTEARATE,Emollient,Agent émulsifiant,,,,,,,,,,émulsifiant
ISOPROPYL TITANIUM TRIISOSTEARATE/TRIETHOXYCAPRYLYLSILANE CROSSPOLYMER,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,,,polymère cosmétique
ISOPROPYLAMINE,Régulateur de pH,,,,,,,,,,,ingrédient cosmétique
ISOPROPYLAMINE DODECYLBENZENESULFONATE,Agent nettoyant,Tensioactif,,,,,,,,,,agent lavant
ISOPROPYLCYCLOHEXANOL,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOPROPYLIDENEDIPHENOL PEG-2 DIMETHACRYLATE,Agent filmogène,,,,,,,,,,,dérivé peg
ISOPROPYLIDENEDIPHENYL BISOXYHYDROXYPROPYL ACRYLATE,Agent filmogène,,,,,,,,,,,polymère cosmétique
ISOPROPYLIDENEDIPHENYL BISOXYHYDROXYPROPYL METHACRYLATE,Agent filmogène,,,,,,,,,,,polymère cosmétique
ISOPROPYLIDENEDIPHENYL BISOXYHYDROXYPROPYL METHACRYLATE/TMDI COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ISOPROPYLIDENEGLYCEROL,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
ISOPROPYLMETHYLCYCLOHEXANE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOPROPYLPARABEN,Conservateur,,,,,,,,,,,conservateur
ISOPROPYLPHENYLBUTANAL,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
ISOPROPYLPHTHALIMIDE,Agent plastifiant,Agent d'entretien de la peau,Solvant,,,,,,,,,solvant
ISOPULEGOL,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ISOQUERCETIN,Antioxydant,,,,,,,,,,,antioxydant
ISOQUERCITRIN,Antioxydant,,,,,,,,,,,antioxydant
ISORHAMNETIN,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
ISOSORBIDE,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
ISOSORBIDE DICAPRYLATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ISOSORBIDE DICAPRYLATE/CAPRATE,Agent plastifiant,,,,,,,,,,,ingrédient cosmétique
ISOSORBIDE DISUNFLOWERSEEDATE,Humectant,Agent plastifiant,Agent d'entretien de la peau,,,,,,,,,humectant
ISOSTEARAMIDE MIPA,Antistatique,Sinergiste de mousse,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,agent lavant
ISOSTEARAMIDOPROPYL BETAINE,Antistatique,Agent nettoyant,Sinergiste de mousse,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,agent lavant
ISOSTEARAMIDOPROPYL DIMETHYLAMINE,Antistatique,,,,,,,,,,,ingrédient cosmétique
ISOSTEARAMIDOPROPYL DIMETHYLAMINE LACTATE,Antistatique,,,,,,,,,,,ingrédient cosmétique
ISOSTEARAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,Antistatique,Conditionneur capillaire,,,,,,,,,,agent lavant
ISOSTEARAMIDOPROPYL LAURYLACETODIMONIUM CHLORIDE,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
ISOSTEARAMIDOPROPYL MORPHOLINE LACTATE,Antistatique,,,,,,,,,,,ingrédient cosmétique
ISOSTEARETH-10,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOSTEARETH-10 STEARATE,Emollient,Agent émulsifiant,Agent d'entretien de la peau,,,,,,,,,émulsifiant
ISOSTEARETH-2,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOSTEARETH-20,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOSTEARETH-200 LINOLEATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOSTEARIC ACID,Agent fixant,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,acide stéarique
ISOSTEAROYL HYDROLYZED COLLAGEN,Antistatique,Agent nettoyant,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,collagène
ISOSTEAROYL HYDROLYZED KERATIN,Agent nettoyant,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,kératine
ISOSTEAROYL HYDROLYZED SILK,Agent d'entretien de la peau,,,,,,,,,,,soie
ISOSTEARYL ACETATE,Emollient,,,,,,,,,,,émollient
ISOSTEARYL ACETYL GLUTAMINATE,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ISOSTEARYL ALCOHOL,Emollient,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,alcool gras
ISOSTEARYL AVOCADATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOSTEARYL BEHENATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOSTEARYL DIGLYCERYL SUCCINATE,Antistatique,Agent d'entretien de la peau,,,,,,,,,,émulsifiant lipidique
ISOSTEARYL ETHYLIMIDAZOLINIUM ETHOSULFATE,Antistatique,Conditionneur capillaire,,,,,,,,,,agent lavant
ISOSTEARYL GLYCERYL ETHER,Agent d'entretien de la peau,,,,,,,,,,,émulsifiant lipidique
ISOSTEARYL GLYCERYL PENTAERYTHRITYL ETHER,Emollient,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,émulsifiant lipidique
ISOSTEARYL GLYCOLATE,Agent fixant,Emollient,Solvant,,,,,,,,,glycol
ISOSTEARYL HYDROXYETHYL IMIDAZOLINE,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
ISOSTEARYL HYDROXYSTEARATE,Emollient,,,,,,,,,,,émollient
ISOSTEARYL ISONONANOATE,Emollient,Conditionneur capillaire,,,,,,,,,,émollient
ISOSTEARYL ISOSTEARATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOSTEARYL LACTATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOSTEARYL LAURATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOSTEARYL LINOLEATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOSTEARYL NEOPENTANOATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOSTEARYL PALMITATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOSTEARYL SEBACATE,Agent d'entretien de la peau - Divers,,,,,,,,,,,ingrédient cosmétique
ISOSTEARYL STEAROYL STEARATE,Emollient,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,épaississant
ISOTRIDECANOL,,,,,,,,,,,,ingrédient cosmétique
"ISOTRIDECANOL,ETHOXYLATED",,,,,,,,,,,,ingrédient cosmétique
ISOTRIDECYL ALCOHOL,,,,,,,,,,,,alcool
ISOTRIDECYL ISONONANOATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOTRIDECYL LAURATE,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ISOTRIDECYL SALICYLATE,Antistatique,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ISOTRIDECYL STEARATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ITRACONAZOLE,Antimicrobien,,,,,,,,,,,conservateur
JACARANDA MIMOSIFOLIA FLOWER EXTRACT,Antioxydant,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,extrait végétal
JANIA RUBENS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
JASMINE OIL/EXTRACT,Agent masquant,,,,,,,,,,,extrait végétal
JASMINUM GRANDIFLORUM FLOWER CERA,Agent d'entretien de la peau,,,,,,,,,,,cire
JASMINUM GRANDIFLORUM FLOWER EXTRACT,Conditionneur capillaire,Agent masquant,Hydratant,Agent parfumant,,,,,,,,extrait de jasmin
JASMINUM GRANDIFLORUM FLOWER OIL,Agent masquant,Agent parfumant,Agent d'entretien de la peau - Divers,,,,,,,,,huile de jasmin
JASMINUM GRANDIFLORUM FLOWER WAX,Agent masquant,,,,,,,,,,,cire
JASMINUM GRANDIFLORUM LEAF EXTRACT,Antimicrobien,Agent d'entretien de la peau,,,,,,,,,,extrait de jasmin
JASMINUM GRANDIFLORUM STEM EXTRACT,,,,,,,,,,,,extrait de jasmin
JASMINUM OFFICINALE EXTRACT,Agent masquant,Hydratant,Agent d'entretien de la peau,Agent apaisant,,,,,,,,extrait de gingembre
JASMINUM OFFICINALE FLOWER,Agent d'entretien de la peau,,,,,,,,,,,gingembre
JASMINUM OFFICINALE FLOWER CERA,Emollient,Agent d'entretien de la peau,,,,,,,,,,cire
JASMINUM OFFICINALE FLOWER EXTRACT,Agent masquant,Agent parfumant,,,,,,,,,,extrait de gingembre
JASMINUM OFFICINALE FLOWER OIL,Agent parfumant,,,,,,,,,,,huile de gingembre
JASMINUM OFFICINALE FLOWER POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre de gingembre
JASMINUM OFFICINALE FLOWER WATER,Agent masquant,,,,,,,,,,,eau de gingembre
JASMINUM OFFICINALE FLOWER WAX,Emollient,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,cire
JASMINUM OFFICINALE FLOWER/LEAF EXTRACT,Agent masquant,Hydratant,Agent d'entretien de la peau,Agent apaisant,Agent parfumant,,,,,,,extrait de gingembre
JASMINUM OFFICINALE OIL,Agent masquant,Hydratant,Agent d'entretien de la peau,Agent apaisant,Agent parfumant,,,,,,,huile de gingembre
JASMINUM SAMBAC EXTRACT,Conditionneur capillaire,,,,,,,,,,,extrait de jasmin
JASMINUM SAMBAC FLOWER,Agent d'entretien de la peau,,,,,,,,,,,jasmin
JASMINUM SAMBAC FLOWER CERA,Emollient,Agent d'entretien de la peau,,,,,,,,,,cire
JASMINUM SAMBAC FLOWER EXTRACT,Agent masquant,Agent parfumant,,,,,,,,,,extrait de jasmin
JASMINUM SAMBAC FLOWER WATER,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,eau de jasmin
JASMINUM SAMBAC FLOWER WAX,Emollient,Agent d'entretien de la peau,,,,,,,,,,cire
JASMINUM SAMBAC LEAF CELL EXTRACT,Agent masquant,Agent de protection de la peau,Agent parfumant,Agent arômatisant,,,,,,,,extrait de jasmin
JATROPHA CURCAS LEAF POWDER,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
JATROPHA GLANDULIFERA EXTRACT,,,,,,,,,,,,extrait végétal
JELLYFISH EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
JOJOBA ALCOHOL,Emollient,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,alcool
JOJOBA AMINO ACIDS,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,acide aminé
JOJOBA ESTERS,Emollient,Hydratant,Agent d'entretien de la peau,Agent apaisant,,,,,,,,ester cosmétique
JOJOBA OIL GLYCERETH-8 ESTERS,Emollient,Stabilisateur d'émulsion,,,,,,,,,,huile végétale
JOJOBA OIL PEG-150 ESTERS,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,,dérivé peg
JOJOBA OIL PEG-8 ESTERS,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,dérivé peg
JOJOBA OIL/CAPRYLIC/CAPRIC TRIGLYCERIDE ESTERS,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,huile végétale
JOJOBA OIL/MACADAMIA SEED OIL ESTERS,Conditionneur capillaire,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,huile de macadamia
JOJOBA SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,Emollient,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,huile végétale
JOJOBA WAX PEG-120 ESTERS,Tensioactif,,,,,,,,,,,dérivé peg
JOJOBA WAX PEG-80 ESTERS,Tensioactif,,,,,,,,,,,dérivé peg
JUGLANS MANDSHURICA SHELL POWDER,Agent Abrasif,,,,,,,,,,,poudre de noix
JUGLANS NIGRA BARK EXTRACT,Conditionneur capillaire,,,,,,,,,,,extrait de noix
JUGLANS NIGRA LEAF EXTRACT,Agent d'entretien de la peau - Divers,,,,,,,,,,,extrait de noix
JUGLANS NIGRA SHELL EXTRACT,Agent d'entretien de la peau - Divers,,,,,,,,,,,extrait de noix
JUGLANS REGIA (WALNUT) WOOD EXTRACT,,,,,,,,,,,,extrait de noix
JUGLANS REGIA FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de noix
JUGLANS REGIA LEAF,Agent Abrasif,Astringent,Agent de foisonnement,Agent nettoyant,Agent masquant,Agent d'entretien de la peau,Agent apaisant,,,,,noix
JUGLANS REGIA LEAF EXTRACT,Agent Abrasif,Astringent,Agent de foisonnement,Agent nettoyant,Agent masquant,Agent d'entretien de la peau,Agent apaisant,,,,,extrait de noix
JUGLANS REGIA SEED,Agent Abrasif,,,,,,,,,,,noix
JUGLANS REGIA SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de noix
JUGLANS REGIA SEED OIL,Agent d'entretien de la peau,,,,,,,,,,,huile de noix
JUGLANS REGIA SEEDCOAT EXTRACT,Antioxydant,,,,,,,,,,,extrait de noix
JUGLANS REGIA SHELL EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de noix
JUGLANS REGIA SHELL POWDER,Agent Abrasif,,,,,,,,,,,poudre de noix
JUGLANS REGIA WOOD EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de noix
JULIANA ADSTRINGENS BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
JUNIPERUS CHINENSIS LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de jojoba
JUNIPERUS CHINENSIS XYLEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de jojoba
JUNIPERUS COMMUNIS BRANCH/FRUIT/LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de ricin
JUNIPERUS COMMUNIS CALLUS EXTRACT,Antioxydant,Agent de protection de la peau,,,,,,,,,,extrait de ricin
JUNIPERUS COMMUNIS FLOWER WATER,,,,,,,,,,,,eau de ricin
JUNIPERUS COMMUNIS FRUIT EXTRACT,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,extrait de ricin
JUNIPERUS COMMUNIS FRUIT OIL,Astringent,Agent masquant,Agent parfumant,,,,,,,,,huile de ricin
JUNIPERUS COMMUNIS FRUIT WATER,Agent d'entretien de la peau,,,,,,,,,,,eau de ricin
JUNIPERUS COMMUNIS FRUIT/LEAF WATER,Agent masquant,,,,,,,,,,,eau de ricin
JUNIPERUS COMMUNIS LEAF WATER,,,,,,,,,,,,eau de ricin
JUNIPERUS COMMUNIS SPROUT EXTRACT,Antipelliculaire,Antimicrobien,Antioxydant,Agent masquant,,,,,,,,extrait de ricin
JUNIPERUS COMMUNIS WOOD OIL,Agent parfumant,,,,,,,,,,,huile de ricin
JUNIPERUS COMMUNIS WOOD WATER,Agent d'entretien de la peau,,,,,,,,,,,eau de ricin
JUNIPERUS MEXICANA OIL,Agent masquant,,,,,,,,,,,huile de genévrier
JUNIPERUS MEXICANA WOOD OIL,Agent parfumant,,,,,,,,,,,huile de genévrier
JUNIPERUS OSTEOSPERMA OIL,Agent masquant,,,,,,,,,,,huile de genévrier
JUNIPERUS OXYCEDRUS FRUIT EXTRACT,Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,extrait de genévrier
JUNIPERUS OXYCEDRUS FRUIT OIL,Agent masquant,,,,,,,,,,,huile de genévrier
JUNIPERUS OXYCEDRUS WOOD EXTRACT,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,extrait de genévrier
JUNIPERUS OXYCEDRUS WOOD OIL,Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,huile de genévrier
JUNIPERUS OXYCEDRUS WOOD OIL RECTIFIED,,,,,,,,,,,,huile de genévrier
JUNIPERUS OXYCEDRUS WOOD POWDER,Agent Abrasif,,,,,,,,,,,poudre de genévrier
JUNIPERUS OXYCEDRUS WOOD TAR,Conditionneur capillaire,,,,,,,,,,,genévrier
JUNIPERUS PHOENICEA GUM EXTRACT,Tonifiant,,,,,,,,,,,extrait de genévrier
JUNIPERUS PHOENICEA WOOD OIL RECTIFIED,Agent parfumant,,,,,,,,,,,huile de genévrier
JUNIPERUS SIBIRICA EXTRACT,,,,,,,,,,,,extrait de sapin
JUNIPERUS SIBIRICA NEEDLE EXTRACT,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,,extrait de sapin
JUNIPERUS VIRGINIANA OIL,Agent masquant,Tonifiant,,,,,,,,,,huile de genévrier
JUNIPERUS VIRGINIANA WOOD EXTRACT,Tonifiant,Agent parfumant,,,,,,,,,,extrait de genévrier
JUNIPERUS VIRGINIANA WOOD OIL,Agent parfumant,,,,,,,,,,,huile de genévrier
KAEMPFERIA GALANGA RHIZOME/ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KAEMPFERIA GALANGA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KAEMPFERIA PARVIFLORA RHIZOME EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
KAEMPFEROL,Antioxydant,Emollient,,,,,,,,,,émollient
KALANCHOE DAIGREMONTIANA LEAF EXTRACT,Humectant,,,,,,,,,,,extrait végétal
KALANCHOE GASTONIS-BONNIERI LEAF EXTRACT,Antioxydant,Emollient,Agent d'entretien de la peau,,,,,,,,,extrait végétal
KALANCHOE PINNATA LEAF EXTRACT,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
KALANCHOE SPATHULATA EXTRACT,Antioxydant,Agent éclaircissant,Agent d'entretien de la peau,,,,,,,,,extrait végétal
KANZOU EKISU,,,,,,,,,,,,ingrédient cosmétique
KANZOU FURABONOIDO,,,,,,,,,,,,ingrédient cosmétique
KAOLIN,Agent Abrasif,Agent Absorbant,Anti Agglomérant,Agent de foisonnement,Colorant cosmétique,Opacifiant,,,,,,argile blanche
KAPPAPHYCUS ALVAREZII EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KAZACHSTANIA/CITRUS JUNOS FRUIT EXTRACT FERMENT FILTRATE,Agent éclaircissant,Agent d'entretien de la peau,,,,,,,,,,extrait d’agrume
KEFIRAN,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KELP SULFATED OLIGOSACCHARIDES,Conditionneur capillaire,,,,,,,,,,,agent lavant
KERATIN,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,kératine
KERATIN AMINO ACIDS,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,kératine
KERATINASE,,,,,,,,,,,,kératine
KERRIA JAPONICA FLOWER EXTRACT,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,extrait végétal
KETOCONAZOLE,Non classé,,,,,,,,,,,ingrédient cosmétique
KETOGLUTARIC ACID,Déodorant,,,,,,,,,,,acide cosmétique
KETOTRAVOPROST,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
KHAYA SENEGALENSIS BARK EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
KHAYA SENEGALENSIS WOOD EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KIGELIA AFRICANA BARK EXTRACT,Astringent,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
KIGELIA AFRICANA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KIGELIA AFRICANA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KINETIN,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KING COBRA VENOM,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KINGINKA EKISU,,,,,,,,,,,,ingrédient cosmétique
KIWI FRUIT EXTRACT BETA-GLUCAN,Agent Abrasif,Antipelliculaire,Agent d'entretien de la peau,,,,,,,,,extrait végétal
KJELLMANIELLA CRASSIFOLIA EXTRACT,Emollient,,,,,,,,,,,extrait végétal
KJELLMANIELLA GYRATA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KLUYVEROMYCES EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KLUYVEROMYCES/LACTOBACILLUS/ACANTHOPANAX KOREANUM BARK/STEM OIL FERMENT FILTRATE,Antioxydant,Astringent,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,huile végétale
KLUYVEROMYCES/LACTOBACILLUS/CAMELLIA JAPONICA SEED OIL FERMENT FILTRATE,Antioxydant,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,huile de thé
KLUYVEROMYCES/LACTOBACILLUS/LACTOCOCCUS/LEUCONOSTOC/SACCHAROMYCES MILK FERMENT FILTRATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KLUYVEROMYCES/LACTOBACILLUS/PLUMERIA ALBA FLOWER OIL FERMENT FILTRATE,Antimicrobien,Antioxydant,,,,,,,,,,huile de saule blanc
KLUYVEROMYCES/LACTOBACILLUS/SESAME SEED OIL FERMENT FILTRATE,Antioxydant,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,huile végétale
KNIPHOFIA UVARIA NECTAR,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KOCHIA SCOPARIA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KOHHII EKISU,,,,,,,,,,,,ingrédient cosmétique
KOJIC ACID,Antioxydant,Agent éclaircissant,,,,,,,,,,acide cosmétique
KOJIC DIPALMITATE,Emollient,,,,,,,,,,,émollient
KOJIC ISOPALMITATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KOJYL CARBOXY DIPEPTIDE-23,Antioxydant,Agent de chélation,Agent de protection de la peau,,,,,,,,,antioxydant
KOJYL METHYLENEDIOXYCINNAMATE,Antioxydant,,,,,,,,,,,antioxydant
KOU-CHA EKISU,,,,,,,,,,,,ingrédient cosmétique
KOUSOU,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
KOUSOU EKISU,,,,,,,,,,,,ingrédient cosmétique
KRAMERIA TRIANDRA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KUMMEROWIA STRIATA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KUNZEA AMBIGUA BRANCH/LEAF/TWIG OIL,Agent masquant,,,,,,,,,,,huile végétale
KUNZEA ERICOIDES LEAF EXTRACT,Antioxydant,Conditionneur capillaire,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,extrait végétal
KUNZEA ERICOIDES LEAF OIL,Agent masquant,,,,,,,,,,,huile végétale
KUNZEA POMIFERA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
KUNZEA POMIFERA FRUIT POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre végétale
KUNZEA POMIFERA SEED OIL,Antioxydant,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,huile végétale
KURUMI KAKU,Agent Abrasif,,,,,,,,,,,poudre abrasive
KYOUNIN EKISU,,,,,,,,,,,,ingrédient cosmétique
KYOUNIN YU,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
L-ALLO-OCIMENOL,Agent parfumant,,,,,,,,,,,molécule parfumante
L-ALPHA-PINENE,Agent parfumant,,,,,,,,,,,molécule parfumante
L-BETA-PINENE,Agent parfumant,,,,,,,,,,,molécule parfumante
L-CARVONE,,,,,,,,,,,,ingrédient cosmétique
L-LIMONENE,,,,,,,,,,,,ingrédient cosmétique
L-MENTHANONE,Agent parfumant,,,,,,,,,,,molécule parfumante
L-MENTHOL,,,,,,,,,,,,ingrédient cosmétique
L-MENTHYL ACETATE,,,,,,,,,,,,ingrédient cosmétique
LABISIA PUMILA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
LAC,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
LAC EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
LAC POWDER,Agent d'entretien de la peau,,,,,,,,,,,poudre végétale
LACCAIC ACID,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
LACTAMIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
LACTAMIDE DEA,Agent d'entretien de la peau - Humectant,,,,,,,,,,,humectant
LACTAMIDE MEA,Antistatique,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,humectant
LACTAMIDOPROPYL TRIMONIUM CHLORIDE,Antistatique,,,,,,,,,,,ingrédient cosmétique
LACTIC ACID,Régulateur de pH,Humectant,Agent d'entretien de la peau,,,,,,,,,acide lactique
LACTIC ACID/GLYCOLIC ACID COPOLYMER,Agent d'entretien de la peau,,,,,,,,,,,polymère cosmétique
LACTIDE,Agent Abrasif,Agent d'entretien de la peau,,,,,,,,,,poudre abrasive
LACTIS LIPIDA,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
LACTIS PROTEINUM,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
LACTIS PROTEINUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
LACTIS SERUM PROTEINUM,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
LACTITOL,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
LACTOBACILLUS,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
LACTOBACILLUS EXTRACT FILTRATE,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
LACTOBACILLUS FERMENT,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
