name,fonction_1,fonction_2,fonction_3,fonction_4,fonction_5,fonction_6,fonction_7,fonction_8,fonction_9,fonction_10,fonction_11,nom_simplifie
HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,protéine de blé
HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN/SILOXYSILICATE,Antistatique,Conditionneur capillaire,,,,,,,,,,protéine de blé
HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT STARCH,Antistatique,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
HYDROXYPROPYLTRIMONIUM INULIN,Stabilisateur d'émulsion,Conditionneur capillaire,,,,,,,,,,ingrédient cosmétique
HYDROXYPROPYLTRIMONIUM LEMON PROTEIN,Humectant,,,,,,,,,,,humectant
HYDROXYPROPYLTRIMONIUM MALTODEXTRIN CROSSPOLYMER,Tensioactif,,,,,,,,,,,polymère cosmétique
HYDROXYRESVERATROL,Agent éclaircissant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,ingrédient cosmétique
HYDROXYSTEARIC ACID,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,,acide stéarique
HYDROXYSTEARIC/LINOLENIC/LINOLEIC POLYGLYCERIDES,Agent fixant,Emollient,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,émulsifiant lipidique
HYDROXYSTEARIC/LINOLENIC/OLEIC POLYGLYCERIDES,Agent fixant,Emollient,Stabilisateur d'émulsion,Agent d'entretien de la peau,,,,,,,,émulsifiant lipidique
HYDROXYSTEARYL ALCOHOL,,,,,,,,,,,,alcool gras
HYDROXYSTEARYL CETYL ETHER,Opacifiant,,,,,,,,,,,opacifiant
HYDROXYSTEARYL GLUCOSIDE,,,,,,,,,,,,agent lavant
HYDROXYSTEROID OXIDOREDUCTASE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
HYDROXYSULTAINES,Agent nettoyant,Sinergiste de mousse,Tensioactif,,,,,,,,,agent lavant
HYDROXYTYROSOL,Agent éclaircissant,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
HYDROXYUNDECANOIC ACID,Agent d'entretien de la peau,,,,,,,,,,,acide aminé
HYLOCEREUS COSTARICENSIS FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
HYLOCEREUS UNDATUS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
HYLOCEREUS UNDATUS FRUIT EXTRACT,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,extrait végétal
HYLOCEREUS UNDATUS FRUIT JUICE,Agent d'entretien de la peau,Agent arômatisant,,,,,,,,,,ingrédient cosmétique
HYMENAEA COURBARIL SAP EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
HYMENAEA COURBARIL SEED EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
HYPERICUM ERECTUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de millepertuis
HYPERICUM ERECTUM FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de millepertuis
HYPERICUM PERFORATUM EXTRACT,Antimicrobien,Astringent,Agent masquant,Agent d'entretien de la peau,Agent de protection de la peau,Agent apaisant,Tonifiant,,,,,extrait de millepertuis
HYPERICUM PERFORATUM FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de millepertuis
HYPERICUM PERFORATUM FLOWER/LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de millepertuis
HYPERICUM PERFORATUM FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de millepertuis
HYPERICUM PERFORATUM FLOWER/TWIG EXTRACT,Antimicrobien,Anti-transpirant,Agent d'entretien de la peau,,,,,,,,,extrait de millepertuis
HYPERICUM PERFORATUM LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de millepertuis
HYPERICUM PERFORATUM OIL,Emollient,,,,,,,,,,,huile de millepertuis
HYPNEA MUSCIFORMIS EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
HYPOCHLOROUS ACID,Antimicrobien,Anti-séborrhée,Déodorant,Agent Oxydant,,,,,,,,acide cosmétique
HYPOXIS HEMEROCALLIDEA BULB EXTRACT,Antimicrobien,Antioxydant,,,,,,,,,,extrait végétal
HYPOXIS ROOPERI RHIZOME EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
HYPTIS SUAVEOLENS SEED OIL,Emollient,,,,,,,,,,,huile végétale
HYSSOPUS OFFICINALIS EXTRACT,Agent masquant,Tonifiant,,,,,,,,,,extrait de souci
HYSSOPUS OFFICINALIS FLOWER/LEAF/STEM OIL,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,huile de souci
HYSSOPUS OFFICINALIS HERB EXTRACT,Agent parfumant,,,,,,,,,,,extrait de souci
HYSSOPUS OFFICINALIS HERB OIL,Agent parfumant,,,,,,,,,,,huile de souci
HYSSOPUS OFFICINALIS LEAF OIL,Agent d'entretien de la peau,,,,,,,,,,,huile de souci
HYSSOPUS OFFICINALIS WATER,,,,,,,,,,,,eau de souci
IBUPROFEN,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ICARISIDE II,Antioxydant,Agent éclaircissant,Emollient,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,émollient
ICHTHAMMOL,Antimicrobien,,,,,,,,,,,conservateur
ILEX AQUIFOLIUM FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ILEX AQUIFOLIUM LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ILEX GUAYUSA LEAF EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
ILEX PARAGUARIENSIS LEAF EXTRACT,Conditionneur capillaire,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,extrait végétal
ILEX PARAGUARIENSIS LEAF OIL,Agent parfumant,,,,,,,,,,,huile végétale
ILEX ROTUNDA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ILLICIUM VERUM FRUIT EXTRACT,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,extrait végétal
ILLICIUM VERUM FRUIT OIL,Agent parfumant,,,,,,,,,,,huile végétale
ILLICIUM VERUM FRUIT WATER,Agent masquant,Agent parfumant,,,,,,,,,,eau florale
ILLICIUM VERUM FRUIT/SEED OIL,Agent masquant,Agent d'hygiène buccale,Tonifiant,,,,,,,,,huile végétale
ILLICIUM VERUM LEAF OIL,Agent masquant,Agent d'entretien de la peau,Agent arômatisant,,,,,,,,,huile végétale
ILLIPE BUTTER,Agent d'entretien de la peau,,,,,,,,,,,beurre végétal
ILLITE,Agent Abrasif,Agent Absorbant,Anti Agglomérant,Agent de foisonnement,,,,,,,,argile verte
ILOMASTAT,Agent de chélation,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
IMIDAZOLE,Régulateur de pH,,,,,,,,,,,ingrédient cosmétique
IMIDAZOLIDINONE,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
IMIDAZOLIDINYL UREA,Conservateur,,,,,,,,,,,conservateur
IMPATIENS BALSAMINA FLOWER EXTRACT,Astringent,Agent masquant,,,,,,,,,,extrait végétal
IMPATIENS BALSAMINA FLOWER/LEAF/STEM EXTRACT,Astringent,Agent masquant,,,,,,,,,,extrait végétal
IMPATIENS BALSAMINA LEAF EXTRACT,Astringent,Agent masquant,,,,,,,,,,extrait végétal
IMPATIENS CAPENSIS EXTRACT,Astringent,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
IMPATIENS GLANDULIFERA FLOWER EXTRACT,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,extrait végétal
IMPERATA CYLINDRICA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INDIGOFERA ARGENTEA LEAF EXTRACT,,,,,,,,,,,,extrait végétal
INDIGOFERA ARGENTEA LEAF POWDER,,,,,,,,,,,,poudre végétale
INDIGOFERA SUFFRUTICOSA LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INDIGOFERA TINCTORIA,,,,,,,,,,,,ingrédient cosmétique
INDIGOFERA TINCTORIA EXTRACT,Agent d'entretien de la peau - Divers,,,,,,,,,,,extrait végétal
INDIGOFERA TINCTORIA LEAF,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
INDIGOFERA TINCTORIA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INDIGOFERA TINCTORIA LEAF POWDER,Agent d'entretien de la peau,Agent d'entretien de la peau - Divers,,,,,,,,,,poudre végétale
INDOLE,Agent parfumant,,,,,,,,,,,molécule parfumante
INDOLE ACETIC ACID,Agent d'entretien de la peau,,,,,,,,,,,acide aminé
INGA ALBA BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait de saule blanc
INONOTUS OBLIQUUS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INOSINE,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,ingrédient cosmétique
INOSITOL,Antistatique,Conditionneur capillaire,Humectant,,,,,,,,,humectant
INULA BRITANNICA FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INULA CRITHMOIDE EXTRACT,Conditionneur capillaire,Agent de protection de la peau,,,,,,,,,,extrait végétal
INULA CRITHMOIDE FLOWER/LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INULA HELENIUM EXTRACT,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
INULA RACEMOSA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
INULA VISCOSA FLOWER/LEAF/STEM EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
INULIN,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
INULIN LAURYL CARBAMATE,Stabilisateur d'émulsion,Tensioactif,,,,,,,,,,agent lavant
IODIZED GARLIC EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IODIZED HYDROLYZED EXTENSIN,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
IODIZED HYDROLYZED ZEIN,Agent lissant,,,,,,,,,,,ingrédient cosmétique
IODOPROPYNYL BUTYLCARBAMATE,Conservateur,,,,,,,,,,,conservateur
IONONE,Astringent,Agent parfumant,,,,,,,,,,molécule parfumante
IPDI/DI-C12-13 ALKYL TARTRATE/BIS-HYDROXYETHOXYPROPYL DIMETHICONE COPOLYMER,Agent filmogène,,,,,,,,,,,silicone
IPDI/PEG-15 COCAMINE COPOLYMER DIMER DILINOLEATE,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,dérivé peg
IPDI/PEG-15 SOYAMINE COPOLYMER DIMER DILINOLEATE,Agent filmogène,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,dérivé peg
IPOMOEA BATATAS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IPOMOEA BATATAS LEAF EXTRACT,Emollient,,,,,,,,,,,extrait végétal
IPOMOEA BATATAS ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IPOMOEA BATATAS ROOT LEES EXTRACT,Emollient,,,,,,,,,,,extrait végétal
IPOMOEA BATATAS TUBER EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
IPOMOEA DIGITATA TUBER EXTRACT,Antioxydant,,,,,,,,,,,extrait de baobab
IPOMOEA HEDERACEA CALLUS CULTURE EXTRACT,,,,,,,,,,,,extrait végétal
IPOMOEA HEDERACEA SEED EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait végétal
IPOMOEA HEDERACEA SEED POWDER,Agent Abrasif,Agent d'entretien de la peau,,,,,,,,,,poudre végétale
IPOMOEA PES-CAPRAE FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IPOMOEA PURPUREA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IRIS ENSATA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IRIS FLORENTINA FLOWER EXTRACT,Emollient,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
IRIS FLORENTINA FLOWER WATER,Agent masquant,Agent d'entretien de la peau,Agent parfumant,Agent arômatisant,,,,,,,,eau florale
IRIS FLORENTINA ROOT,Agent masquant,Tonifiant,,,,,,,,,,ingrédient cosmétique
IRIS FLORENTINA ROOT EXTRACT,Agent masquant,Tonifiant,,,,,,,,,,extrait végétal
IRIS GERMANICA FLORENTINA ROOT EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
IRIS GERMANICA FLORENTINA ROOT OIL,Agent parfumant,,,,,,,,,,,huile végétale
IRIS GERMANICA ROOT,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
IRIS GERMANICA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IRIS PALLIDA LEAF CELL EXTRACT,Antioxydant,Agent de protection de la peau,,,,,,,,,,extrait végétal
IRIS PALLIDA ROOT EXTRACT,Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,extrait végétal
IRIS PALLIDA ROOT OIL,Agent parfumant,,,,,,,,,,,huile végétale
IRIS PSEUDACORUS EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IRIS SIBIRICA ROOT EXTRACT,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,,extrait de sapin
IRIS VERSICOLOR EXTRACT,Emollient,Agent masquant,Tonifiant,,,,,,,,,extrait végétal
IRIS VERSICOLOR ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
IRON HYDROXIDE,Agent stabilisant,,,,,,,,,,,oxyde de fer
IRON PICOLINATE,Agent d'hygiène buccale,Agent apaisant,,,,,,,,,,ingrédient cosmétique
IRON POWDER,Opacifiant,Agent réducteur,,,,,,,,,,poudre végétale
IRVINGIA GABONENSIS KERNEL BUTTER,Agent d'entretien de la peau,,,,,,,,,,,beurre végétal
ISATIS TINCTORIA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ISATIS TINCTORIA LEAF POWDER,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,poudre végétale
ISATIS TINCTORIA ROOT EXTRACT,Astringent,Agent de protection de la peau,,,,,,,,,,extrait végétal
ISATIS TINCTORIA SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ISATIS TINCTORIA SEED OIL,Agent d'entretien de la peau,,,,,,,,,,,huile végétale
ISOAMYL ACETATE,Solvant,,,,,,,,,,,solvant
ISOAMYL ALCOHOL,Agent parfumant,Agent arômatisant,,,,,,,,,,alcool
ISOAMYL ALLYLGLYCOLATE,Agent masquant,Agent parfumant,,,,,,,,,,glycol
ISOAMYL BUTYRATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOAMYL CAPRYLATE/CAPRATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOAMYL CINNAMATE,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ISOAMYL COCOATE,,,,,,,,,,,,ingrédient cosmétique
ISOAMYL ISOVALERATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOAMYL LAURATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOAMYL P-METHOXYCINNAMATE,Agent stabilisant,Absorbant UV,Filtre UV,,,,,,,,,absorbant
ISOAMYL PALMITATE/STEARATE,Emollient,Conditionneur capillaire,Agent d'entretien de la peau,Filtre UV,,,,,,,,émollient
ISOAMYL SALICYLATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOAMYL STEARATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOBORNEOL,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOBORNYL ACETATE,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
ISOBORNYL ACRYLATE,Sculpture des ongles,,,,,,,,,,,polymère cosmétique
ISOBORNYL METHACRYLATE,Agent filmogène,,,,,,,,,,,polymère cosmétique
ISOBUTANE,Agent propulseur,,,,,,,,,,,ingrédient cosmétique
ISOBUTENYL METHYLTETRAHYDROPYRAN,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
ISOBUTOXYPROPANOL,Solvant,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,,agent lavant
ISOBUTYL ACETATE,Solvant,Agent parfumant,,,,,,,,,,molécule parfumante
ISOBUTYL ANGELATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOBUTYL BENZOATE,Agent masquant,Conservateur,Solvant,,,,,,,,,conservateur (benzoate)
ISOBUTYL METHACRYLATE,Agent filmogène,,,,,,,,,,,polymère cosmétique
ISOBUTYL METHYL TETRAHYDROPYRANOL,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ISOBUTYL MYRISTATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOBUTYL PALMITATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOBUTYL PHENYLACETATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOBUTYL PROPIONATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOBUTYL SALICYLATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOBUTYL STEARATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOBUTYLAMIDO THIAZOLYL RESORCINOL,Antioxydant,Agent éclaircissant,Agent d'entretien de la peau - Divers,,,,,,,,,antioxydant
ISOBUTYLENE/ETHYLMALEIMIDE/HYDROXYETHYLMALEIMIDE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ISOBUTYLENE/ISOPRENE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ISOBUTYLENE/SODIUM MALEATE COPOLYMER,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,,polymère cosmétique
ISOBUTYLENE/STYRENE COPOLYMER,,,,,,,,,,,,polymère cosmétique
ISOBUTYLMETHACRYLATE/BIS-HYDROXYPROPYL DIMETHICONE ACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,silicone
ISOBUTYLMETHACRYLATE/TRIFLUOROETHYLMETHACRYLATE/BIS-HYDROXYPROPYL DIMETHICONE ACRYLATE COPOLYMER,Agent filmogène,Agent de fixation capillaire,Agent d'entretien de la peau,,,,,,,,,silicone
ISOBUTYLPARABEN,Antimicrobien,,,,,,,,,,,conservateur
ISOBUTYLPHENOXY EPOXY RESIN,Agent filmogène,,,,,,,,,,,agent filmogène
ISOBUTYRIC ACID,Régulateur de pH,,,,,,,,,,,acide cosmétique
ISOCAMPHENYL CYCLOHEXANOL MIXED ISOMERS,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOCETEARETH-8 STEARATE,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOCETETH-10,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOCETETH-10 STEARATE,Agent émulsifiant,,,,,,,,,,,émulsifiant
ISOCETETH-20,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOCETETH-25,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOCETETH-30,Agent nettoyant,Agent émulsifiant,Tensioactif,,,,,,,,,agent lavant
ISOCETETH-5,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOCETYL ALCOHOL,Emollient,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,alcool gras
ISOCETYL BEHENATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL ETHYLHEXANOATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL ISODECANOATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL ISOSTEARATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL LAURATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL MYRISTATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL PALMITATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL STEARATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOCETYL STEAROYL STEARATE,Emollient,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,épaississant
ISOCHRYSIS GALBANA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ISOCYCLOCITRAL,Agent parfumant,,,,,,,,,,,molécule parfumante
ISODECETH-4,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISODECETH-5,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISODECETH-6,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISODECYL ACRYLATE,Non classé,,,,,,,,,,,polymère cosmétique
ISODECYL ALCOHOL,Agent parfumant,,,,,,,,,,,alcool
ISODECYL CITRATE,Emollient,Agent plastifiant,Agent d'entretien de la peau,,,,,,,,,émollient
ISODECYL GLYCERYL ETHER,Tensioactif,,,,,,,,,,,émulsifiant lipidique
ISODECYL ISONONANOATE,Antistatique,Emollient,Agent d'entretien de la peau,,,,,,,,,émollient
ISODECYL LAURATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISODECYL NEOPENTANOATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISODECYL OLEATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISODECYL PALMITATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISODECYL SALICYLATE,Antistatique,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ISODECYL STEARATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISODODECANE,Emollient,Solvant,Agent parfumant,,,,,,,,,molécule parfumante
ISODON TRICHOCARPUS EXTRACT,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
ISODONIS JAPONICUS LEAF/STALK EXTRACT,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
ISOEICOSANE,Emollient,Agent d'entretien de la peau,Solvant,,,,,,,,,émollient
ISOEUGENOL,Agent parfumant,Agent arômatisant,,,,,,,,,,molécule parfumante
ISOEUGENYL ACETATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOHEXADECANE,Emollient,Solvant,,,,,,,,,,émollient
ISOHEXYL NEOPENTANOATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOHEXYL PALMITATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOLAURETH-10,Agent émulsifiant,Tensioactif,,,,,,,,,,agent lavant
ISOLAURETH-6,Emollient,Agent émulsifiant,Tensioactif,,,,,,,,,agent lavant
ISOLEPTOSPERMONE,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ISOLEUCINE,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,ingrédient cosmétique
ISOLONGIFOLANONE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOMALT,Humectant,,,,,,,,,,,humectant
ISOMENTHONE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISOMERIZED JOJOBA OIL,Emollient,Agent d'entretien de la peau,,,,,,,,,,huile végétale
ISOMERIZED LINOLEIC ACID,Agent filmogène,Agent d'entretien de la peau,,,,,,,,,,acide oléique
ISOMERIZED SAFFLOWER ACID,Agent d'hygiène buccale,Agent d'entretien de la peau,,,,,,,,,,acide aminé
ISOMERIZED SAFFLOWER GLYCERIDES,Agent d'hygiène buccale,Agent d'entretien de la peau,,,,,,,,,,émulsifiant lipidique
ISOMETHYL-BETA-IONONE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISONIACINAMIDE,Agent d'entretien de la peau,,,,,,,,,,,vitamine B3
ISONONYL ACETATE,Agent parfumant,,,,,,,,,,,molécule parfumante
ISONONYL ALCOHOL,Agent parfumant,,,,,,,,,,,alcool
ISONONYL ISONONANOATE,Antistatique,Emollient,Agent d'entretien de la peau,,,,,,,,,émollient
ISOOCTANE,Solvant,,,,,,,,,,,solvant
ISOOCTANOL,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,molécule parfumante
ISOOCTANOYL TETRAPEPTIDE-25,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ISOOCTYL PALMITATE,,,,,,,,,,,,ingrédient cosmétique
ISOOCTYL THIOGLYCOLATE,Agent bouclant ou lissant (coiffant),,,,,,,,,,,glycol
ISOPENTANAL,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
ISOPENTANE,Agent propulseur,Solvant,Agent de contrôle de la viscosité,,,,,,,,,épaississant
ISOPENTENONE BUTYLENEGLYCOL CYCLIC ACETAL,Agent parfumant,,,,,,,,,,,glycol
ISOPENTYL SALICYLATE,,,,,,,,,,,,ingrédient cosmétique
ISOPENTYLDIOL,Solvant,,,,,,,,,,,solvant
ISOPHORONE DIAMINE,Non classé,,,,,,,,,,,ingrédient cosmétique
ISOPHORONE DIAMINE/CYCLOHEXYLAMINE/ISOPHTHALIC ACID/AZELAIC ACID COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ISOPHORONE DIAMINE/ISOPHTHALIC ACID/TROMETHAMINE COPOLYMER,Agent fixant,,,,,,,,,,,polymère cosmétique
ISOPHORONE DIISOCYANATE,Agent filmogène,,,,,,,,,,,agent filmogène
ISOPHTHALIC ACID,Non classé,,,,,,,,,,,acide cosmétique
ISOPOLYGLYCERYL-3 DIMETHICONE,Agent nettoyant,Emollient,Agent émulsifiant,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,Tensioactif,Agent de contrôle de la viscosité,,,,silicone
ISOPROPANOLAMINE,Régulateur de pH,,,,,,,,,,,ingrédient cosmétique
ISOPROPYL ACETATE,Solvant,,,,,,,,,,,solvant
ISOPROPYL ALCOHOL,Anti-moussant,Solvant,Agent de contrôle de la viscosité,Agent parfumant,,,,,,,,alcool
ISOPROPYL AVOCADATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOPROPYL BENZOATE,Agent masquant,Conservateur,,,,,,,,,,conservateur (benzoate)
ISOPROPYL C12-15-PARETH-9 CARBOXYLATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOPROPYL CITRATE,Agent plastifiant,Solvant,,,,,,,,,,solvant
ISOPROPYL CLOPROSTENATE,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
ISOPROPYL CRESOLS,Conservateur,,,,,,,,,,,conservateur
ISOPROPYL DIBENZOYLMETHANE,Absorbant UV,,,,,,,,,,,absorbant
ISOPROPYL ESTER OF PVM/MA COPOLYMER,Antistatique,Agent fixant,Stabilisateur d'émulsion,Agent filmogène,Agent de fixation capillaire,,,,,,,polymère cosmétique
ISOPROPYL HYDROXYCETYL ETHER,Agent d'entretien de la peau,Tensioactif,,,,,,,,,,agent lavant
ISOPROPYL ISOSTEARATE,Agent fixant,Emollient,Agent d'entretien de la peau,,,,,,,,,agent filmogène
ISOPROPYL JOJOBATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ISOPROPYL LANOLATE,Antistatique,Agent fixant,Emollient,Agent émulsifiant,Agent d'entretien de la peau,,,,,,,émulsifiant
